Country,FO#,LOC,SVC,NOV,AIN,IGT,WMS,BAL,KON,ITE,Tot/EGMs,FRS,DIE,COU,ACM,ITC,Total,Month,Year,Region,latitude,longitude
OCEAN BREEZE,26,1114,Marine Corps,16,18,15,-,26,3,-,78,1,,,3,2,84,10,2022,Japan,,
SURFSIDE,26,1122,Marine Corps,6,-,4,-,6,2,-,18,1,,,1,2,22,10,2022,Japan,,
PALMS,26,2238,Marine Corps,16,8,6,4,11,2,-,47,1,,,2,2,52,10,2022,Japan,,
WEST PAC LODGE,26,2317,Marine Corps,-,-,-,-,-,-,-,0,-,,,-,-,0,10,2022,Japan,,
BEACH HEAD,26,2394,Marine Corps,5,-,1,2,-,-,3,11,1,,,1,2,15,10,2022,Japan,,
CROW'S NEST,26,2523,Navy,6,4,2,2,6,-,-,20,1,,,1,2,24,10,2022,Japan,,
PORT CALL,26,2525,Navy,2,-,2,2,-,3,-,9,1,,,1,2,13,10,2022,Japan,,
WHISPERS,26,3159,Marine Corps,10,4,6,4,2,-,-,26,1,,,1,2,30,10,2022,Japan,,
HANSEN TLF,26,3169,Marine Corps,2,-,4,2,2,2,-,12,1,,,1,1,15,10,2022,Japan,,
OKINAWA,0,0,,99,50,65,25,80,19,3,341,13,,,17,24,395,10,2022,Japan,26.212401,127.68093
,0,0,,0,,,,,,,,,,,,,,10,2022,Japan,,
TORII PINES TLF ,27,3164,Marine Corps,8,4,6,2,5,-,-,25,1,,,1,2,29,10,2022,Japan,,
IWAKUNI CLUB,27,1137,Marine Corps,20,4,2,2,9,4,-,41,1,,,2,2,46,10,2022,Japan,34.166562,132.21885
IWAKUNI,0,0,,28,8,8,4,14,4,-,66,2,,,3,4,75,10,2022,Japan,34.166562,132.21885
,0,0,,0,,,,,,,10,1,,,1,2,14,10,2022,Japan,,
TERROR CLUB,17,3156,Navy,10,-,-,-,-,-,-,,,,,,,,10,2022,Japan,,
SINGAPORE,0,0,,10,-,-,-,-,-,-,10,1,,,1,2,14,10,2022,Japan,,
"DRAGON HILL
K-16 C/C","20
20","770
776","Army
Army","35
10","-
-","5
2","4
-","27
-","3
-","-
-","74
12","1
1",,,"2
1","3
2","80
16",10,2022,Korea,,
SEOUL,0,0,,45,-,7,4,27,3,-,86,2,,,3,5,96,10,2022,Korea,37.566535,126.97797
,0,0,,0,,,,,,,,,,,,,,10,2022,Korea,,
STATE'S GRILL,21,866,Army,6,-,2,-,-,2,-,10,1,,,1,2,14,10,2022,Korea,,
HILLTOP,21,867,Army,9,10,2,-,8,-,-,29,1,,,1,2,33,10,2022,Korea,,
PERIMETER PUB,21,869,Army,13,4,6,-,-,3,-,26,1,,,1,2,30,10,2022,Korea,,
WINDY CITY,21,870,Army,11,-,5,3,3,-,-,22,1,,,1,2,26,10,2022,Korea,,
EL GUERRERO,21,891,Army,16,-,6,-,3,2,-,27,1,,,1,2,31,10,2022,Korea,,
TURTLE COVE,21,2521,Navy,6,-,-,5,-,-,-,11,1,,,1,2,15,10,2022,Korea,,
DAEGU,0,0,,61,14,21,8,14,7,-,125,6,,,6,12,149,10,2022,Korea,,
,0,0,,0,,,,,,,,,,,,,,10,2022,Korea,,
IMPACT ZONE,23,797,Army,9,5,2,-,6,2,-,24,-,,,1,-,25,10,2022,Korea,,
WARRIOR'S,23,798,Army,10,-,2,2,-,-,-,14,-,,,1,-,15,10,2022,Korea,,
CASEY B/C,23,819,Army,12,4,2,-,4,2,-,24,-,,,1,-,25,10,2022,Korea,,
CASEY LODGE,23,1940,Army,6,-,1,2,2,-,-,11,-,,,1,-,12,10,2022,Korea,,
UIJEONGBU,0,0,,37,9,7,4,12,4,-,73,-,,,4,-,77,10,2022,Korea,,
,0,0,,0,,,,,,,,,,,,,,10,2022,Korea,,
FLIGHTLINE,24,3166,Army,8,-,-,-,2,-,-,10,1,,,1,1,13,10,2022,Korea,,
CAVE,24,3168,Army,22,6,5,-,8,-,-,41,1,,,2,2,46,10,2022,Korea,,
HUMPHREYS B/C,24,839,Army,6,4,4,-,-,-,-,14,1,,,1,2,18,10,2022,Korea,,
MORNING CALM,24,3158,Army,15,15,6,-,29,3,-,68,1,,,2,2,73,10,2022,Korea,,
PYEONGTAEK,0,0,,51,25,15,-,39,3,-,133,4,,,6,7,150,10,2022,Korea,36.992108,127.11294
ARMSTRONG'S,2,194,Army,15,4,10,-,12,4,-,45,1,,,2,2,50,11,2022,Europe,,
LCCC,2,195,Army,10,3,5,-,10,2,-,30,1,,,2,2,35,11,2022,Europe,,
KAZABRA,2,196,Army,6,-,4,-,-,2,-,12,1,,,1,2,16,11,2022,Europe,,
STRIKERS,2,218,Army,9,4,7,2,8,3,-,33,1,,,2,2,38,11,2022,Europe,,
GOLD MINE,2,1038,Army,9,4,3,3,3,-,-,22,1,,,2,2,27,11,2022,Europe,,
ROB JAVA CAFE,2,2887,Army,6,-,3,1,1,1,-,12,1,,,1,2,16,11,2022,Europe,,
SEMBACH C/C,2,3072,Army,7,-,2,-,7,3,-,19,1,,,2,2,24,11,2022,Europe,49.511398,7.864983
EDO_CARD_LAB,2,3170,Army,-,-,-,-,-,-,-,0,-,,,-,-,0,11,2022,Europe,,
KAISERSLAUTERN,0,0,,62,15,34,6,41,15,-,173,7,,,12,14,206,11,2022,Europe,,
,0,0,,0,,,,,,,,,,,,,,11,2022,Europe,,
LIVORNO C/C,4,330,Army,3,3,-,4,3,-,3,16,1,,,2,2,21,11,2022,Europe,43.548473,10.310567
ARENA B/C,4,2895,Army,13,5,6,3,10,4,-,41,1,,,2,2,46,11,2022,Europe,,
DEL DIN C/C,4,3132,Army,3,-,5,1,7,-,-,16,1,,,1,1,19,11,2022,Europe,,
VICENZA,0,0,,19,8,11,8,20,4,3,73,3,,,5,5,86,11,2022,Europe,45.545479,11.535421
EDELWEISS,10,2489,Army,2,3,3,-,7,-,-,15,1,,,2,2,20,11,2022,Europe,,
GARMISCH,0,0,,2,3,3,-,7,-,-,15,1,,,2,2,20,11,2022,Europe,47.491695,11.095498
,0,0,,0,,,,,,,,,,,,,,11,2022,Europe,,
ACTION LANES,31,437,Army,6,-,2,2,8,2,-,20,1,,,1,2,24,11,2022,Europe,,
STORCK BRK B/C,31,438,Army,6,-,3,1,4,2,-,16,1,,,1,2,20,11,2022,Europe,,
ANSBACH,0,0,,12,-,5,3,12,4,-,36,2,,,2,4,44,11,2022,Europe,49.300425,10.571936
,0,0,,0,,,,,,,20,1,,,2,2,25,11,2022,Europe,,
THE ANCHOR,39,2618,Navy,16,2,-,-,2,-,-,,,,,,,,11,2022,Europe,,
SOUDA BAY,0,0,,16,2,-,-,2,-,-,20,1,,,2,2,25,11,2022,Europe,,
,0,0,,0,,,,,,,,,,,,,,11,2022,Europe,,
SIG B/C,40,2595,Navy,7,2,5,3,4,-,-,21,1,,,1,1,24,11,2022,Europe,,
JOX SPORTS BAR,40,2597,Navy,10,2,2,2,3,-,-,19,1,,,2,2,24,11,2022,Europe,,
SIGONELLA,0,0,,17,4,7,5,7,-,-,40,2,,,3,3,48,11,2022,Europe,,
,0,0,,0,,,,,,,,,,,,,,11,2022,Europe,,
CAPO OLDE TOWN,42,2588,Navy,9,-,6,1,4,2,-,22,1,,,1,2,26,11,2022,Europe,,
NAPLES B/C,42,2591,Navy,5,1,3,2,9,5,-,25,1,,,1,2,29,11,2022,Europe,40.851775,14.268124
NAPLES,0,0,,14,1,9,3,13,7,-,47,2,,,2,4,55,11,2022,Europe,40.851775,14.268124
,0,0,,0,,,,,,,,,,,,,,11,2022,Europe,,
LA PLAZA,43,2600,Navy,13,4,2,-,6,4,-,29,1,,,1,2,33,11,2022,Europe,,
PINZ,43,2601,Navy,3,-,6,1,5,1,-,16,1,,,1,2,20,11,2022,Europe,,
ROTA FLEET CTR,43,2605,Navy,3,-,-,2,-,-,-,5,1,,,1,1,8,11,2022,Europe,36.62629,-6.362981
NGIS ROTA,43,2890,Navy,4,-,3,-,2,1,-,10,1,,,1,1,13,11,2022,Europe,36.62629,-6.362981
ROTA,0,0,,23,4,11,3,13,6,-,60,4,,,4,6,74,11,2022,Europe,36.62629,-6.362981
,0,0,,0,,,,,,,,,,,,,,11,2022,Europe,,
PATCH C/C,45,256,Army,15,3,6,3,16,5,-,48,1,,,2,2,53,11,2022,Europe,,
KELLY C/C,45,280,Army,10,-,3,1,4,1,-,19,1,,,1,1,22,11,2022,Europe,,
GALAXY B/C,45,298,Army,6,2,3,1,7,2,-,21,1,,,1,1,24,11,2022,Europe,,
STUTTGART,0,0,,31,5,12,5,27,8,-,88,3,,,4,4,99,11,2022,Europe,48.775418,9.181759
,0,0,,0,,,,,,,,,,,,,,11,2022,Europe,,
GRAF E/C,46,413,Army,14,4,5,4,9,2,-,38,1,,,2,2,43,11,2022,Europe,,
HOHENFELS B/C,46,415,Army,4,4,6,-,6,-,-,20,1,,,2,2,25,11,2022,Europe,49.203278,11.849022
VILSECK B/C,46,417,Army,7,-,-,2,4,-,-,13,1,,,1,1,16,11,2022,Europe,,
LANGENBRUCK,46,1858,Army,13,4,4,-,12,-,-,33,1,,,2,2,38,11,2022,Europe,49.991466,8.663401
ALGIER R/C,46,3145,Army,-,-,-,-,-,-,-,0,-,,,-,-,0,11,2022,Europe,,
VILSECK,0,0,,38,12,15,6,31,2,-,104,4,,,7,7,122,11,2022,Europe,,
,0,0,,0,,,,,,,,,,,,,,11,2022,Europe,,
THE VAULT,47,1669,Army,10,4,4,-,11,2,-,31,1,,,2,2,36,11,2022,Europe,,
LIBERTY GAMES,47,1881,Army,7,-,7,-,5,1,-,20,1,,,1,1,23,11,2022,Europe,,
WIESBADEN E/C,47,2976,Army,9,4,4,1,6,2,-,26,-,,,1,-,27,11,2022,Europe,,
ACE'S GAME RM,47,3108,Army,6,1,2,-,-,1,-,10,1,,,1,1,13,11,2022,Europe,,
WIESBADEN,0,0,,32,9,17,1,22,6,-,87,3,,,5,4,99,11,2022,Europe,,
,0,0,,0,,,,,,,.,,,,,,,11,2022,Europe,,
,0,0,,0,,,,,,,,,,,,,,11,2022,Japan,,
YOKOSUKA B/C,18,3146,Navy,8,4,3,-,6,1,-,22,1,,,1,2,26,11,2022,Japan,35.281341,139.6722
CLUB ALLIANCE,18,3147,Navy,7,5,2,1,12,2,-,29,1,,,1,2,33,11,2022,Japan,,
CPO CLUB,18,3148,Navy,7,-,3,-,1,1,-,12,1,,,1,2,16,11,2022,Japan,,
TAKEMIYA CLUB,18,3149,Navy,4,-,-,1,-,1,-,6,1,,,1,2,10,11,2022,Japan,,
OFFICERS CLUB,18,3150,Navy,6,-,2,2,1,2,-,13,1,,,1,2,17,11,2022,Japan,,
SEASIDE CLUB,18,3151,Navy,4,8,4,2,13,1,-,32,1,,,1,2,36,11,2022,Japan,,
YOKOSUKA,0,0,,36,17,14,6,33,8,-,114,6,,,6,12,138,11,2022,Japan,35.281341,139.6722
,0,0,,0,,,,,,,,,,,,,,11,2022,Japan,,
,0,0,,0,,,,,,,,,,,,,,11,2022,Japan,,
HARBOR VIEW,19,3096,Navy,8,6,3,4,5,1,-,27,1,,,1,2,31,11,2022,Japan,,
HARIO,19,3097,Navy,3,6,2,3,-,1,-,15,1,,,1,2,19,11,2022,Japan,,
GALAXIES,19,3098,Navy,7,6,8,-,5,3,-,29,1,,,1,2,33,11,2022,Japan,,
SASEBO,0,0,,18,18,13,7,10,5,-,71,3,,,3,6,83,11,2022,Japan,33.179915,129.71511
,0,0,,0,,,,,,,,,,,,,,11,2022,Japan,,
ZAMA C/C,22,883,Army,10,5,4,2,8,3,-,32,1,,,1,1,35,11,2022,Japan,35.488587,139.40767
SHA CLUB,22,885,Army,5,2,2,2,-,-,-,11,1,,,1,1,14,11,2022,Japan,,
ZAMA B/C,22,886,Army,5,-,1,2,-,-,-,8,1,,,1,1,11,11,2022,Japan,35.488587,139.40767
ROAD HOUSE,22,1127,Marine Corps,7,-,-,-,-,-,-,7,1,,,1,1,10,11,2022,Japan,,
SANNO HOTEL,22,2664,Navy,12,6,4,2,8,-,-,32,1,,,1,2,36,11,2022,Japan,,
CORNER POCKET,22,3078,Navy,10,-,2,2,3,-,-,17,1,,,1,1,20,11,2022,Japan,,
CLUB TRILOGY,22,3079,Navy,8,6,2,2,8,-,-,26,1,,,1,2,30,11,2022,Japan,,
ZAMA G/C,22,3165,Army,4,4,3,1,3,-,-,15,1,,,1,1,18,11,2022,Japan,35.488587,139.40767
ZAMA,0,0,,61,23,18,13,30,3,-,148,8,,,8,10,174,11,2022,Japan,35.488587,139.40767
,0,0,,0,,,,,,,,,,,,,,11,2022,Japan,,
HAVANA'S,26,967,Army,2,-,1,2,-,1,-,6,1,,,1,1,9,11,2022,Japan,,
HASHMARKS,26,1105,Marine Corps,6,-,6,4,4,-,-,20,1,,,1,2,24,11,2022,Japan,,
COURTNEY B/C,26,1107,Marine Corps,3,-,6,2,2,2,-,15,1,,,1,2,19,11,2022,Japan,,
TAIYO G/C,26,1109,Marine Corps,21,9,10,-,11,2,-,53,1,,,2,2,58,11,2022,Japan,,
BUTLER B/C,26,1111,Marine Corps,4,7,2,1,10,2,-,26,1,,,1,2,30,11,2022,Japan,,
OCEAN BREEZE,26,1114,Marine Corps,16,18,15,-,26,3,-,78,1,,,3,2,84,11,2022,Japan,,
SURFSIDE,26,1122,Marine Corps,6,-,4,-,6,2,-,18,1,,,1,2,22,11,2022,Japan,,
PALMS,26,2238,Marine Corps,16,8,6,4,11,2,-,47,1,,,2,2,52,11,2022,Japan,,
WEST PAC LODGE,26,2317,Marine Corps,-,-,-,-,-,-,-,0,-,,,-,-,0,11,2022,Japan,,
BEACH HEAD,26,2394,Marine Corps,5,-,1,2,-,-,3,11,1,,,1,2,15,11,2022,Japan,,
CROW'S NEST,26,2523,Navy,6,4,2,2,6,-,-,20,1,,,1,2,24,11,2022,Japan,,
PORT CALL,26,2525,Navy,2,-,2,2,-,3,-,9,1,,,1,2,13,11,2022,Japan,,
WHISPERS,26,3159,Marine Corps,10,4,6,4,2,-,-,26,1,,,1,2,30,11,2022,Japan,,
HANSEN TLF,26,3169,Marine Corps,2,-,4,2,2,2,-,12,1,,,1,1,15,11,2022,Japan,,
OKINAWA,0,0,,99,50,65,25,80,19,3,341,13,,,17,24,395,11,2022,Japan,26.212401,127.68093
,0,0,,0,,,,,,,,,,,,,,11,2022,Japan,,
TORII PINES TLF ,27,3164,Marine Corps,8,4,6,2,5,-,-,25,1,,,1,2,29,11,2022,Japan,,
IWAKUNI CLUB,27,1137,Marine Corps,20,4,2,2,9,4,-,41,1,,,2,2,46,11,2022,Japan,34.166562,132.21885
IWAKUNI,0,0,,28,8,8,4,14,4,-,66,2,,,3,4,75,11,2022,Japan,34.166562,132.21885
,0,0,,0,,,,,,,10,1,,,1,2,14,11,2022,Japan,,
TERROR CLUB,17,3156,Navy,10,-,-,-,-,-,-,,,,,,,,11,2022,Japan,,
SINGAPORE,0,0,,10,-,-,-,-,-,-,10,1,,,1,2,14,11,2022,Japan,,
"DRAGON HILL
K-16 C/C","20
20","770
776","Army
Army","35
10","-
-","5
2","4
-","27
-","3
-","-
-","74
12","1
1",,,"2
1","3
2","80
16",11,2022,Korea,,
SEOUL,0,0,,45,-,7,4,27,3,-,86,2,,,3,5,96,11,2022,Korea,37.566535,126.97797
,0,0,,0,,,,,,,,,,,,,,11,2022,Korea,,
STATE'S GRILL,21,866,Army,6,-,2,-,-,2,-,10,1,,,1,2,14,11,2022,Korea,,
HILLTOP,21,867,Army,9,10,2,-,8,-,-,29,1,,,1,2,33,11,2022,Korea,,
PERIMETER PUB,21,869,Army,13,4,6,-,-,3,-,26,1,,,1,2,30,11,2022,Korea,,
WINDY CITY,21,870,Army,11,-,5,3,3,-,-,22,1,,,1,2,26,11,2022,Korea,,
EL GUERRERO,21,891,Army,16,-,6,-,3,2,-,27,1,,,1,2,31,11,2022,Korea,,
TURTLE COVE,21,2521,Navy,6,-,-,5,-,-,-,11,1,,,1,2,15,11,2022,Korea,,
DAEGU,0,0,,61,14,21,8,14,7,-,125,6,,,6,12,149,11,2022,Korea,,
,0,0,,0,,,,,,,,,,,,,,11,2022,Korea,,
IMPACT ZONE,23,797,Army,9,5,2,-,6,2,-,24,-,,,1,-,25,11,2022,Korea,,
WARRIOR'S,23,798,Army,10,-,2,2,-,-,-,14,-,,,1,-,15,11,2022,Korea,,
CASEY B/C,23,819,Army,12,4,2,-,4,2,-,24,-,,,1,-,25,11,2022,Korea,,
CASEY LODGE,23,1940,Army,6,-,1,2,2,-,-,11,-,,,1,-,12,11,2022,Korea,,
UIJEONGBU,0,0,,37,9,7,4,12,4,-,73,-,,,4,-,77,11,2022,Korea,,
,0,0,,0,,,,,,,,,,,,,,11,2022,Korea,,
FLIGHTLINE,24,3166,Army,8,-,-,-,2,-,-,10,1,,,1,1,13,11,2022,Korea,,
CAVE,24,3168,Army,22,6,5,-,8,-,-,41,1,,,2,2,46,11,2022,Korea,,
HUMPHREYS B/C,24,839,Army,6,4,4,-,-,-,-,14,1,,,1,2,18,11,2022,Korea,,
MORNING CALM,24,3158,Army,15,15,6,-,29,3,-,68,1,,,2,2,73,11,2022,Korea,,
PYEONGTAEK,0,0,,51,25,15,-,39,3,-,133,4,,,6,7,150,11,2022,Korea,36.992108,127.11294
ARMSTRONG'S,2,194,Army,15,4,8,-,11,4,-,42,1,,,2,2,47,12,2022,Europe,,
LCCC,2,195,Army,10,3,3,-,10,2,-,28,1,,,2,2,33,12,2022,Europe,,
KAZABRA,2,196,Army,6,-,2,-,-,2,-,10,1,,,1,2,14,12,2022,Europe,,
STRIKERS,2,218,Army,9,4,7,2,8,3,-,33,1,,,2,2,38,12,2022,Europe,,
GOLD MINE,2,1038,Army,9,4,3,3,3,-,-,22,1,,,2,2,27,12,2022,Europe,,
ROB JAVA CAFE,2,2887,Army,6,-,7,1,1,1,-,16,1,,,1,2,20,12,2022,Europe,,
SEMBACH C/C,2,3072,Army,7,-,2,-,7,3,-,19,1,,,2,2,24,12,2022,Europe,49.511398,7.864983
EDO_CARD_LAB,2,3170,Army,-,-,-,-,-,-,-,0,-,,,-,-,0,12,2022,Europe,,
KAISERSLAUTERN,0,0,,62,15,32,6,40,15,-,170,7,,,12,14,203,12,2022,Europe,,
,0,0,,0,,,,,,,,,,,,,,12,2022,Europe,,
LIVORNO C/C,4,330,Army,3,3,-,4,3,-,3,16,1,,,2,2,21,12,2022,Europe,43.548473,10.310567
ARENA B/C,4,2895,Army,12,5,6,2,8,4,-,37,1,,,2,2,42,12,2022,Europe,,
DEL DIN C/C,4,3132,Army,3,-,5,1,7,-,-,16,1,,,1,1,19,12,2022,Europe,,
VICENZA,0,0,,18,8,11,7,18,4,3,69,3,,,5,5,82,12,2022,Europe,45.545479,11.535421
EDELWEISS,10,2489,Army,2,3,3,-,7,-,-,15,1,,,2,2,20,12,2022,Europe,,
GARMISCH,0,0,,2,3,3,-,7,-,-,15,1,,,2,2,20,12,2022,Europe,47.491695,11.095498
,0,0,,0,,,,,,,,,,,,,,12,2022,Europe,,
ACTION LANES,31,437,Army,6,-,2,2,8,2,-,20,1,,,1,2,24,12,2022,Europe,,
STORCK BRK B/C,31,438,Army,6,-,3,1,4,2,-,16,1,,,1,2,20,12,2022,Europe,,
ANSBACH,0,0,,12,-,5,3,12,4,-,36,2,,,2,4,44,12,2022,Europe,49.300425,10.571936
,0,0,,0,,,,,,,20,1,,,2,2,25,12,2022,Europe,,
THE ANCHOR,39,2618,Navy,16,2,-,-,2,-,-,,,,,,,,12,2022,Europe,,
SOUDA BAY,0,0,,16,2,-,-,2,-,-,20,1,,,2,2,25,12,2022,Europe,,
,0,0,,0,,,,,,,,,,,,,,12,2022,Europe,,
SIG B/C,40,2595,Navy,7,2,5,3,4,-,-,21,1,,,1,1,24,12,2022,Europe,,
JOX SPORTS BAR,40,2597,Navy,10,2,2,2,3,-,-,19,1,,,2,2,24,12,2022,Europe,,
SIGONELLA,0,0,,17,4,7,5,7,-,-,40,2,,,3,3,48,12,2022,Europe,,
,0,0,,0,,,,,,,,,,,,,,12,2022,Europe,,
CAPO OLDE TOWN,42,2588,Navy,9,-,6,1,4,2,-,22,1,,,1,2,26,12,2022,Europe,,
NAPLES B/C,42,2591,Navy,5,1,3,2,9,5,-,25,1,,,1,2,29,12,2022,Europe,40.851775,14.268124
NAPLES,0,0,,14,1,9,3,13,7,-,47,2,,,2,4,55,12,2022,Europe,40.851775,14.268124
,0,0,,0,,,,,,,,,,,,,,12,2022,Europe,,
LA PLAZA,43,2600,Navy,13,4,2,-,8,4,-,31,1,,,1,2,35,12,2022,Europe,,
PINZ,43,2601,Navy,3,-,6,1,5,1,-,16,1,,,1,2,20,12,2022,Europe,,
ROTA FLEET CTR,43,2605,Navy,3,-,-,2,-,-,-,5,1,,,1,1,8,12,2022,Europe,36.62629,-6.362981
NGIS ROTA,43,2890,Navy,4,-,3,-,2,1,-,10,1,,,1,1,13,12,2022,Europe,36.62629,-6.362981
ROTA,0,0,,23,4,11,3,15,6,-,62,4,,,4,6,76,12,2022,Europe,36.62629,-6.362981
,0,0,,0,,,,,,,,,,,,,,12,2022,Europe,,
PATCH C/C,45,256,Army,15,3,6,1,16,5,-,46,1,,,2,2,51,12,2022,Europe,,
KELLY C/C,45,280,Army,7,-,4,1,4,1,-,17,1,,,1,1,20,12,2022,Europe,,
GALAXY B/C,45,298,Army,5,2,3,1,7,2,-,20,1,,,1,1,23,12,2022,Europe,,
STUTTGART,0,0,,27,5,13,3,27,8,-,83,3,,,4,4,94,12,2022,Europe,48.775418,9.181759
,0,0,,0,,,,,,,,,,,,,,12,2022,Europe,,
GRAF E/C,46,413,Army,14,4,5,4,9,2,-,38,1,,,2,2,43,12,2022,Europe,,
HOHENFELS B/C,46,415,Army,4,4,6,-,6,-,-,20,1,,,2,2,25,12,2022,Europe,49.203278,11.849022
VILSECK B/C,46,417,Army,7,-,-,2,4,-,-,13,1,,,1,1,16,12,2022,Europe,,
LANGENBRUCK,46,1858,Army,9,4,4,-,12,-,-,29,1,,,2,2,34,12,2022,Europe,49.991466,8.663401
ALGIER R/C,46,3145,Army,-,-,-,-,-,-,-,0,-,,,-,-,0,12,2022,Europe,,
VILSECK,0,0,,34,12,15,6,31,2,-,100,4,,,7,7,118,12,2022,Europe,,
,0,0,,0,,,,,,,,,,,,,,12,2022,Europe,,
THE VAULT,47,1669,Army,10,4,4,-,11,-,-,29,1,,,1,-,31,12,2022,Europe,,
LIBERTY GAMES,47,1881,Army,7,-,7,-,5,1,-,20,-,,,1,-,21,12,2022,Europe,,
WIESBADEN E/C,47,2976,Army,9,4,4,1,6,2,-,26,-,,,1,-,27,12,2022,Europe,,
ACE'S GAME RM,47,3108,Army,6,1,2,-,-,1,-,10,-,,,1,-,11,12,2022,Europe,,
WIESBADEN,0,0,,32,9,17,1,22,4,-,85,1,,,4,-,90,12,2022,Europe,,
,0,0,,0,,,,,,,.,,,,,,,12,2022,Europe,,
,0,0,,0,,,,,,,,,,,,,,12,2022,Japan,,
YOKOSUKA B/C,18,3146,Navy,8,4,3,-,6,1,-,22,1,,,1,2,26,12,2022,Japan,35.281341,139.6722
CLUB ALLIANCE,18,3147,Navy,7,5,2,1,12,2,-,29,1,,,1,2,33,12,2022,Japan,,
CPO CLUB,18,3148,Navy,7,-,3,-,1,1,-,12,1,,,1,2,16,12,2022,Japan,,
TAKEMIYA CLUB,18,3149,Navy,4,-,-,1,-,1,-,6,1,,,1,2,10,12,2022,Japan,,
OFFICERS CLUB,18,3150,Navy,6,-,2,2,1,2,-,13,1,,,1,2,17,12,2022,Japan,,
SEASIDE CLUB,18,3151,Navy,4,8,4,2,13,1,-,32,1,,,1,2,36,12,2022,Japan,,
YOKOSUKA,0,0,,36,17,14,6,33,8,-,114,6,,,6,12,138,12,2022,Japan,35.281341,139.6722
,0,0,,0,,,,,,,,,,,,,,12,2022,Japan,,
,0,0,,0,,,,,,,,,,,,,,12,2022,Japan,,
HARBOR VIEW,19,3096,Navy,8,6,3,4,5,1,-,27,1,,,1,2,31,12,2022,Japan,,
HARIO,19,3097,Navy,3,6,2,3,-,1,-,15,1,,,1,2,19,12,2022,Japan,,
GALAXIES,19,3098,Navy,7,6,8,-,5,3,-,29,1,,,1,2,33,12,2022,Japan,,
SASEBO,0,0,,18,18,13,7,10,5,-,71,3,,,3,6,83,12,2022,Japan,33.179915,129.71511
,0,0,,0,,,,,,,,,,,,,,12,2022,Japan,,
ZAMA C/C,22,883,Army,8,5,6,2,8,3,-,32,1,,,1,1,35,12,2022,Japan,35.488587,139.40767
SHA CLUB,22,885,Army,5,2,2,2,-,-,-,11,1,,,1,1,14,12,2022,Japan,,
ZAMA B/C,22,886,Army,5,-,1,2,-,-,-,8,1,,,1,1,11,12,2022,Japan,35.488587,139.40767
ROAD HOUSE,22,1127,Marine Corps,7,-,-,-,-,-,-,7,1,,,1,1,10,12,2022,Japan,,
SANNO HOTEL,22,2664,Navy,12,6,4,2,8,-,-,32,1,,,1,2,36,12,2022,Japan,,
CORNER POCKET,22,3078,Navy,10,-,2,2,3,-,-,17,1,,,1,1,20,12,2022,Japan,,
CLUB TRILOGY,22,3079,Navy,8,6,2,2,8,-,-,26,1,,,1,2,30,12,2022,Japan,,
ZAMA G/C,22,3165,Army,4,4,3,1,3,-,-,15,1,,,1,1,18,12,2022,Japan,35.488587,139.40767
ZAMA,0,0,,59,23,20,13,30,3,-,148,8,,,8,10,174,12,2022,Japan,35.488587,139.40767
,0,0,,0,,,,,,,,,,,,,,12,2022,Japan,,
HAVANA'S,26,967,Army,2,-,1,2,-,1,-,6,1,,,1,1,9,12,2022,Japan,,
HASHMARKS,26,1105,Marine Corps,6,-,6,4,4,-,-,20,1,,,1,2,24,12,2022,Japan,,
COURTNEY B/C,26,1107,Marine Corps,3,-,6,2,2,2,-,15,1,,,1,2,19,12,2022,Japan,,
TAIYO G/C,26,1109,Marine Corps,21,9,10,-,11,2,-,53,1,,,2,2,58,12,2022,Japan,,
BUTLER B/C,26,1111,Marine Corps,4,7,2,1,10,2,-,26,1,,,1,2,30,12,2022,Japan,,
OCEAN BREEZE,26,1114,Marine Corps,16,18,18,-,23,3,-,78,1,,,3,2,84,12,2022,Japan,,
SURFSIDE,26,1122,Marine Corps,6,-,4,-,6,2,-,18,1,,,1,2,22,12,2022,Japan,,
PALMS,26,2238,Marine Corps,16,8,6,4,11,2,-,47,1,,,2,2,52,12,2022,Japan,,
WEST PAC LODGE,26,2317,Marine Corps,-,-,-,-,-,-,-,0,-,,,-,-,0,12,2022,Japan,,
BEACH HEAD,26,2394,Marine Corps,5,-,1,2,-,-,3,11,1,,,1,2,15,12,2022,Japan,,
CROW'S NEST,26,2523,Navy,6,4,2,2,6,-,-,20,1,,,1,2,24,12,2022,Japan,,
PORT CALL,26,2525,Navy,2,-,2,3,-,2,-,9,1,,,1,2,13,12,2022,Japan,,
WHISPERS,26,3159,Marine Corps,10,4,6,4,2,-,-,26,1,,,1,2,30,12,2022,Japan,,
HANSEN TLF,26,3169,Marine Corps,2,-,4,2,2,2,-,12,1,,,1,1,15,12,2022,Japan,,
OKINAWA,0,0,,99,50,68,26,77,18,3,341,13,,,17,24,395,12,2022,Japan,26.212401,127.68093
,0,0,,0,,,,,,,,,,,,,,12,2022,Japan,,
TORII PINES TLF ,27,3164,Marine Corps,8,4,6,2,5,-,-,25,1,,,1,2,29,12,2022,Japan,,
IWAKUNI CLUB,27,1137,Marine Corps,20,4,2,2,9,4,-,41,1,,,2,2,46,12,2022,Japan,34.166562,132.21885
IWAKUNI,0,0,,28,8,8,4,14,4,-,66,2,,,3,4,75,12,2022,Japan,34.166562,132.21885
,0,0,,0,,,,,,,10,1,,,1,2,14,12,2022,Japan,,
